left,top,width,height,ca,no,tr,fr
658,0,631,905,giraffe,23,rzminus,13
728,14,416,948,giraffe,23,rzminus,19
680,0,339,1055,giraffe,23,rzminus,25
470,0,861,1071,giraffe,23,rzminus,31
719,0,873,1012,giraffe,23,rzminus,37
761,0,788,1008,giraffe,23,rzminus,43
803,0,344,1048,giraffe,23,rzminus,49
685,4,421,1022,giraffe,23,rzminus,55
514,3,767,987,giraffe,23,rzminus,61
480,0,932,995,giraffe,23,rzminus,67
566,11,723,976,giraffe,23,rzminus,73
808,0,286,1035,giraffe,23,rzminus,79
730,11,473,1040,giraffe,23,rzminus,85
619,38,953,1039,giraffe,23,rzminus,91
685,4,912,992,giraffe,23,rzminus,97
656,4,841,1030,giraffe,23,rzminus,103
668,0,427,1016,giraffe,23,rzminus,109
475,0,774,1010,giraffe,23,rzminus,115
487,7,716,987,giraffe,23,rzminus,121
484,0,916,1012,giraffe,23,rzminus,127
384,7,792,875,giraffe,23,rzplus,1
313,3,916,890,giraffe,23,rzplus,7
323,0,805,883,giraffe,23,rzplus,13
527,0,614,946,giraffe,23,rzplus,19
720,0,301,954,giraffe,23,rzplus,25
728,4,566,939,giraffe,23,rzplus,31
666,7,960,934,giraffe,23,rzplus,37
595,0,958,846,giraffe,23,rzplus,43
460,0,1023,908,giraffe,23,rzplus,49
669,0,552,1026,giraffe,23,rzplus,55
709,21,383,923,giraffe,23,rzplus,61
704,4,752,904,giraffe,23,rzplus,67
565,0,912,945,giraffe,23,rzplus,73
601,0,504,941,giraffe,23,rzplus,79
811,1,455,715,giraffe,23,rzplus,85
755,1,711,953,giraffe,23,rzplus,91
577,0,1229,929,giraffe,23,rzplus,97
491,0,1150,924,giraffe,23,rzplus,103
570,2,823,1012,giraffe,23,rzplus,109
735,0,600,1056,giraffe,23,rzplus,115
641,3,807,964,giraffe,23,rzplus,121
604,0,813,1026,giraffe,23,rzplus,127
425,0,973,991,giraffe,23,rzplus,133
277,2,801,798,giraffe,24,rxminus,1
229,2,826,868,giraffe,24,rxminus,7
223,6,791,941,giraffe,24,rxminus,13
380,289,706,448,giraffe,24,rxminus,19
326,6,760,630,giraffe,24,rxminus,25
331,0,845,865,giraffe,24,rxminus,31
330,0,703,1066,giraffe,24,rxminus,37
333,17,726,1048,giraffe,24,rxminus,43
239,310,887,362,giraffe,24,rxminus,49
197,0,943,759,giraffe,24,rxminus,55
411,14,652,895,giraffe,24,rxminus,61
290,0,812,947,giraffe,24,rxminus,67
324,5,850,934,giraffe,24,rxminus,73
476,322,713,418,giraffe,24,rxminus,79
417,13,720,878,giraffe,24,rxminus,85
450,1,755,1073,giraffe,24,rxminus,91
453,73,691,1007,giraffe,24,rxminus,97
324,367,850,395,giraffe,24,rxminus,103
232,25,917,762,giraffe,24,rxminus,109
257,0,910,948,giraffe,24,rxminus,115
351,14,838,952,giraffe,24,rxminus,121
352,0,817,962,giraffe,24,rxminus,127
356,67,680,866,giraffe,24,rxplus,1
259,49,834,837,giraffe,24,rxplus,7
198,381,956,291,giraffe,24,rxplus,13
166,123,937,643,giraffe,24,rxplus,19
440,82,676,989,giraffe,24,rxplus,25
396,109,744,959,giraffe,24,rxplus,31
449,108,779,889,giraffe,24,rxplus,37
460,364,663,346,giraffe,24,rxplus,43
382,272,749,767,giraffe,24,rxplus,49
401,94,670,924,giraffe,24,rxplus,55
308,14,896,1066,giraffe,24,rxplus,61
237,64,1005,972,giraffe,24,rxplus,67
173,403,858,335,giraffe,24,rxplus,73
235,355,817,714,giraffe,24,rxplus,79
387,184,705,885,giraffe,24,rxplus,85
326,228,793,852,giraffe,24,rxplus,91
383,342,719,636,giraffe,24,rxplus,97
472,529,634,429,giraffe,24,rxplus,103
425,345,655,735,giraffe,24,rxplus,109
346,149,741,931,giraffe,24,rxplus,115
298,122,776,954,giraffe,24,rxplus,121
384,108,704,963,giraffe,24,rxplus,127
365,24,775,925,giraffe,24,ryminus,1
348,131,868,836,giraffe,24,ryminus,7
368,489,958,591,giraffe,24,ryminus,13
464,236,744,746,giraffe,24,ryminus,19
563,77,660,984,giraffe,24,ryminus,25
514,91,607,914,giraffe,24,ryminus,31
530,107,773,973,giraffe,24,ryminus,37
416,194,1082,767,giraffe,24,ryminus,43
449,291,995,637,giraffe,24,ryminus,49
333,94,918,932,giraffe,24,ryminus,55
553,82,636,998,giraffe,24,ryminus,61
563,206,678,874,giraffe,24,ryminus,67
352,267,876,813,giraffe,24,ryminus,73
263,359,1020,462,giraffe,24,ryminus,79
475,360,920,709,giraffe,24,ryminus,85
590,308,735,772,giraffe,24,ryminus,91
549,88,675,986,giraffe,24,ryminus,97
500,77,842,865,giraffe,24,ryminus,103
429,220,1048,705,giraffe,24,ryminus,109
526,101,796,876,giraffe,24,ryminus,115
677,46,604,1034,giraffe,24,ryminus,121
378,15,810,1062,giraffe,24,ryminus,127
384,0,676,838,giraffe,24,ryplus,1
542,0,550,852,giraffe,24,ryplus,7
412,0,673,796,giraffe,24,ryplus,13
414,0,847,758,giraffe,24,ryplus,19
332,7,1004,629,giraffe,24,ryplus,25
475,0,792,771,giraffe,24,ryplus,31
593,0,611,995,giraffe,24,ryplus,37
640,122,553,915,giraffe,24,ryplus,43
401,140,941,792,giraffe,24,ryplus,49
287,159,1027,539,giraffe,24,ryplus,55
248,79,973,813,giraffe,24,ryplus,61
396,0,880,961,giraffe,24,ryplus,67
734,0,425,940,giraffe,24,ryplus,73
445,0,891,803,giraffe,24,ryplus,79
368,120,1060,732,giraffe,24,ryplus,85
344,33,1007,717,giraffe,24,ryplus,91
509,140,690,940,giraffe,24,ryplus,97
579,203,676,877,giraffe,24,ryplus,103
384,210,906,769,giraffe,24,ryplus,109
205,272,1073,576,giraffe,24,ryplus,115
260,71,930,904,giraffe,24,ryplus,121
381,3,886,1002,giraffe,24,ryplus,127
519,0,749,873,giraffe,24,rzminus,1
558,0,674,867,giraffe,24,rzminus,7
706,0,422,870,giraffe,24,rzminus,13
685,15,304,914,giraffe,24,rzminus,19
586,0,649,945,giraffe,24,rzminus,25
652,0,666,1002,giraffe,24,rzminus,31
724,6,542,1074,giraffe,24,rzminus,37
653,26,375,1054,giraffe,24,rzminus,43
351,72,803,1008,giraffe,24,rzminus,49
270,72,909,1008,giraffe,24,rzminus,55
284,43,876,1037,giraffe,24,rzminus,61
328,47,906,1033,giraffe,24,rzminus,67
479,141,614,939,giraffe,24,rzminus,73
705,112,318,962,giraffe,24,rzminus,79
681,85,372,994,giraffe,24,rzminus,85
626,109,587,969,giraffe,24,rzminus,91
580,109,752,971,giraffe,24,rzminus,97
711,132,473,948,giraffe,24,rzminus,103
711,106,380,974,giraffe,24,rzminus,109
385,94,706,986,giraffe,24,rzminus,115
306,93,789,986,giraffe,24,rzminus,121
307,117,817,963,giraffe,24,rzminus,127
401,1,716,968,giraffe,24,rzplus,1
393,10,839,978,giraffe,24,rzplus,7
498,4,566,1069,giraffe,24,rzplus,13
720,0,348,1071,giraffe,24,rzplus,19
636,0,705,984,giraffe,24,rzplus,25
689,0,650,1023,giraffe,24,rzplus,31
820,10,439,1011,giraffe,24,rzplus,37
864,68,339,987,giraffe,24,rzplus,43
775,141,530,939,giraffe,24,rzplus,49
522,66,763,1013,giraffe,24,rzplus,55
452,48,813,1032,giraffe,24,rzplus,61
454,67,769,1010,giraffe,24,rzplus,67
752,37,430,1043,giraffe,24,rzplus,73
858,47,406,956,giraffe,24,rzplus,79
730,7,523,1073,giraffe,24,rzplus,85
643,0,704,989,giraffe,24,rzplus,91
563,18,891,1056,giraffe,24,rzplus,97
795,40,380,1003,giraffe,24,rzplus,103
930,33,348,1047,giraffe,24,rzplus,109
666,38,762,1042,giraffe,24,rzplus,115
520,21,903,1028,giraffe,24,rzplus,121
420,23,1112,1053,giraffe,24,rzplus,127
650,266,896,811,giraffe,25,rxminus,1
671,289,903,791,giraffe,25,rxminus,7
608,247,956,828,giraffe,25,rxminus,13
600,222,974,858,giraffe,25,rxminus,19
617,375,999,705,giraffe,25,rxminus,25
677,451,785,629,giraffe,25,rxminus,31
600,243,848,837,giraffe,25,rxminus,37
586,329,949,728,giraffe,25,rxminus,43
468,194,1047,886,giraffe,25,rxminus,49
446,513,1000,567,giraffe,25,rxminus,55
444,413,952,665,giraffe,25,rxminus,61
368,204,1027,876,giraffe,25,rxminus,67
416,195,1025,885,giraffe,25,rxminus,73
525,178,1000,902,giraffe,25,rxminus,79
503,364,1022,716,giraffe,25,rxminus,85
547,508,969,572,giraffe,25,rxminus,91
531,231,969,849,giraffe,25,rxminus,97
560,378,997,700,giraffe,25,rxminus,103
557,303,1002,777,giraffe,25,rxminus,109
461,524,1047,554,giraffe,25,rxminus,115
413,344,1046,736,giraffe,25,rxminus,121
408,197,919,881,giraffe,25,rxminus,127
457,121,1026,959,giraffe,25,rxminus,133
705,204,699,830,giraffe,25,rxplus,1
700,212,736,858,giraffe,25,rxplus,7
619,133,824,866,giraffe,25,rxplus,13
478,171,822,759,giraffe,25,rxplus,19
508,276,884,687,giraffe,25,rxplus,25
455,50,1062,962,giraffe,25,rxplus,31
516,117,1042,897,giraffe,25,rxplus,37
525,98,952,853,giraffe,25,rxplus,43
651,140,877,821,giraffe,25,rxplus,49
543,177,996,795,giraffe,25,rxplus,55
515,58,1012,853,giraffe,25,rxplus,61
499,19,1055,894,giraffe,25,rxplus,67
486,0,1086,925,giraffe,25,rxplus,73
430,281,1117,620,giraffe,25,rxplus,79
515,139,1079,887,giraffe,25,rxplus,85
511,81,1033,999,giraffe,25,rxplus,91
546,184,855,761,giraffe,25,rxplus,97
601,162,873,685,giraffe,25,rxplus,103
605,258,878,665,giraffe,25,rxplus,109
625,3,759,866,giraffe,25,rxplus,115
547,4,854,913,giraffe,25,rxplus,121
607,0,965,1020,giraffe,25,rxplus,127
751,285,836,795,giraffe,25,ryminus,1
738,314,880,766,giraffe,25,ryminus,7
565,316,899,756,giraffe,25,ryminus,13
546,114,912,925,giraffe,25,ryminus,19
648,39,869,1000,giraffe,25,ryminus,25
684,41,751,914,giraffe,25,ryminus,31
537,1,891,882,giraffe,25,ryminus,37
562,1,1011,853,giraffe,25,ryminus,43
612,117,1000,662,giraffe,25,ryminus,49
710,4,891,1012,giraffe,25,ryminus,55
681,0,676,950,giraffe,25,ryminus,61
626,3,830,1006,giraffe,25,ryminus,67
494,3,1058,939,giraffe,25,ryminus,73
475,106,1033,831,giraffe,25,ryminus,79
500,110,986,731,giraffe,25,ryminus,85
604,0,812,935,giraffe,25,ryminus,91
649,84,825,996,giraffe,25,ryminus,97
487,172,960,858,giraffe,25,ryminus,103
541,16,1018,730,giraffe,25,ryminus,109
610,6,1022,879,giraffe,25,ryminus,115
654,0,796,880,giraffe,25,ryminus,121
661,23,877,1032,giraffe,25,ryminus,127
597,302,867,774,giraffe,25,ryplus,1
578,297,915,764,giraffe,25,ryplus,7
648,243,698,837,giraffe,25,ryplus,13
572,191,704,889,giraffe,25,ryplus,19
562,299,1025,775,giraffe,25,ryplus,25
514,267,1061,675,giraffe,25,ryplus,31
461,208,1022,847,giraffe,25,ryplus,37
515,225,860,844,giraffe,25,ryplus,43
531,80,926,1000,giraffe,25,ryplus,49
377,113,953,963,giraffe,25,ryplus,55
408,319,981,761,giraffe,25,ryplus,61
427,183,1056,888,giraffe,25,ryplus,67
456,163,1014,891,giraffe,25,ryplus,73
549,47,771,1033,giraffe,25,ryplus,79
539,156,758,924,giraffe,25,ryplus,85
612,168,944,851,giraffe,25,ryplus,91
556,191,935,654,giraffe,25,ryplus,97
408,164,1017,867,giraffe,25,ryplus,103
612,226,774,854,giraffe,25,ryplus,109
371,241,985,833,giraffe,25,ryplus,115
490,287,992,790,giraffe,25,ryplus,121
497,134,967,929,giraffe,25,ryplus,127
587,343,849,737,giraffe,25,rzminus,1
591,334,850,746,giraffe,25,rzminus,7
679,345,825,735,giraffe,25,rzminus,13
714,331,858,746,giraffe,25,rzminus,19
735,278,571,784,giraffe,25,rzminus,25
383,254,963,826,giraffe,25,rzminus,31
465,254,985,826,giraffe,25,rzminus,37
615,221,960,859,giraffe,25,rzminus,43
693,130,799,946,giraffe,25,rzminus,49
693,161,546,873,giraffe,25,rzminus,55
397,102,1044,978,giraffe,25,rzminus,61
458,193,960,887,giraffe,25,rzminus,67
488,193,981,887,giraffe,25,rzminus,73
804,129,477,895,giraffe,25,rzminus,79
612,159,564,779,giraffe,25,rzminus,85
450,133,900,904,giraffe,25,rzminus,91
505,97,970,983,giraffe,25,rzminus,97
713,99,830,964,giraffe,25,rzminus,103
775,46,586,980,giraffe,25,rzminus,109
425,74,937,883,giraffe,25,rzminus,115
399,168,1020,912,giraffe,25,rzminus,121
442,126,1057,950,giraffe,25,rzminus,127
647,309,847,765,giraffe,25,rzplus,1
670,297,815,783,giraffe,25,rzplus,7
606,215,827,865,giraffe,25,rzplus,13
693,186,718,894,giraffe,25,rzplus,19
728,241,586,830,giraffe,25,rzplus,25
730,196,518,884,giraffe,25,rzplus,31
673,160,718,920,giraffe,25,rzplus,37
561,200,831,880,giraffe,25,rzplus,43
517,224,799,854,giraffe,25,rzplus,49
624,246,731,834,giraffe,25,rzplus,55
556,272,941,749,giraffe,25,rzplus,61
583,204,918,789,giraffe,25,rzplus,67
634,129,820,897,giraffe,25,rzplus,73
716,63,717,1010,giraffe,25,rzplus,79
679,124,969,951,giraffe,25,rzplus,85
725,98,804,943,giraffe,25,rzplus,91
666,38,700,947,giraffe,25,rzplus,97
863,150,374,799,giraffe,25,rzplus,103
695,243,798,752,giraffe,25,rzplus,109
592,219,880,784,giraffe,25,rzplus,115
488,111,1041,939,giraffe,25,rzplus,121
505,21,1017,977,giraffe,25,rzplus,127
785,187,346,577,giraffe,26,rxminus,1
810,184,281,552,giraffe,26,rxminus,7
812,249,303,441,giraffe,26,rxminus,13
778,334,359,253,giraffe,26,rxminus,19
698,140,494,607,giraffe,26,rxminus,25
704,226,400,603,giraffe,26,rxminus,31
675,198,504,673,giraffe,26,rxminus,37
658,358,424,357,giraffe,26,rxminus,43
665,335,438,286,giraffe,26,rxminus,49
692,168,419,638,giraffe,26,rxminus,55
730,168,380,655,giraffe,26,rxminus,61
744,304,342,497,giraffe,26,rxminus,67
747,379,358,358,giraffe,26,rxminus,73
790,420,292,255,giraffe,26,rxminus,79
745,286,412,560,giraffe,26,rxminus,85
769,266,385,634,giraffe,26,rxminus,91
702,278,467,557,giraffe,26,rxminus,97
714,408,486,207,giraffe,26,rxminus,103
642,210,592,542,giraffe,26,rxminus,109
699,150,398,660,giraffe,26,rxminus,115
792,143,491,777,giraffe,26,rxplus,1
829,164,411,707,giraffe,26,rxplus,7
820,193,407,658,giraffe,26,rxplus,13
808,274,420,460,giraffe,26,rxplus,19
800,436,396,266,giraffe,26,rxplus,25
812,398,384,380,giraffe,26,rxplus,31
814,360,384,590,giraffe,26,rxplus,37
804,297,383,681,giraffe,26,rxplus,43
820,379,383,487,giraffe,26,rxplus,49
870,493,366,237,giraffe,26,rxplus,55
778,380,505,513,giraffe,26,rxplus,61
749,311,446,665,giraffe,26,rxplus,67
838,229,311,626,giraffe,26,rxplus,73
831,241,386,471,giraffe,26,rxplus,79
815,449,439,213,giraffe,26,rxplus,85
804,296,442,573,giraffe,26,rxplus,91
830,261,386,680,giraffe,26,rxplus,97
831,255,363,660,giraffe,26,rxplus,103
859,335,376,506,giraffe,26,rxplus,109
857,489,353,353,giraffe,26,rxplus,115
874,361,345,556,giraffe,26,rxplus,121
852,33,558,826,giraffe,26,ryminus,1
854,86,413,679,giraffe,26,ryminus,7
710,228,618,592,giraffe,26,ryminus,13
720,347,668,338,giraffe,26,ryminus,19
757,304,600,437,giraffe,26,ryminus,25
749,331,549,630,giraffe,26,ryminus,31
818,297,353,649,giraffe,26,ryminus,37
736,373,512,537,giraffe,26,ryminus,43
733,480,609,334,giraffe,26,ryminus,49
813,432,634,417,giraffe,26,ryminus,55
821,338,529,507,giraffe,26,ryminus,61
937,229,408,578,giraffe,26,ryminus,67
788,179,563,684,giraffe,26,ryminus,73
686,222,758,487,giraffe,26,ryminus,79
705,227,762,422,giraffe,26,ryminus,85
754,165,480,650,giraffe,26,ryminus,91
820,265,340,651,giraffe,26,ryminus,97
755,300,524,519,giraffe,26,ryminus,103
730,338,656,312,giraffe,26,ryminus,109
813,289,594,480,giraffe,26,ryminus,115
832,172,477,591,giraffe,26,ryminus,121
976,188,317,611,giraffe,26,ryminus,127
984,142,322,654,giraffe,26,ryplus,1
837,238,573,640,giraffe,26,ryplus,7
795,240,598,425,giraffe,26,ryplus,13
800,297,557,331,giraffe,26,ryplus,19
783,262,544,650,giraffe,26,ryplus,25
805,189,543,716,giraffe,26,ryplus,31
838,279,612,422,giraffe,26,ryplus,37
861,319,601,361,giraffe,26,ryplus,43
799,130,568,617,giraffe,26,ryplus,49
891,106,446,674,giraffe,26,ryplus,55
856,121,425,548,giraffe,26,ryplus,61
766,328,571,278,giraffe,26,ryplus,67
736,305,538,504,giraffe,26,ryplus,73
845,346,365,624,giraffe,26,ryplus,79
850,324,475,536,giraffe,26,ryplus,85
764,277,666,445,giraffe,26,ryplus,91
757,307,627,401,giraffe,26,ryplus,97
780,199,474,430,giraffe,26,ryplus,103
861,228,338,584,giraffe,26,ryplus,109
1045,249,281,555,giraffe,26,rzminus,1
1071,249,268,562,giraffe,26,rzminus,7
1121,283,254,575,giraffe,26,rzminus,13
1052,270,195,566,giraffe,26,rzminus,19
951,293,293,657,giraffe,26,rzminus,25
798,298,419,637,giraffe,26,rzminus,31
660,288,761,667,giraffe,26,rzminus,37
912,308,213,626,giraffe,26,rzminus,43
778,287,443,638,giraffe,26,rzminus,49
764,364,350,600,giraffe,26,rzminus,55
836,344,316,545,giraffe,26,rzminus,61
864,363,163,570,giraffe,26,rzminus,67
788,347,254,595,giraffe,26,rzminus,73
795,379,268,601,giraffe,26,rzminus,79
817,347,411,595,giraffe,26,rzminus,85
903,377,321,592,giraffe,26,rzminus,91
947,415,251,550,giraffe,26,rzminus,97
829,478,310,602,giraffe,26,rzminus,103
744,443,451,622,giraffe,26,rzminus,109
781,492,419,588,giraffe,26,rzminus,115
991,493,197,587,giraffe,26,rzminus,121
1008,152,333,620,giraffe,26,rzplus,1
984,174,404,659,giraffe,26,rzplus,7
1067,200,258,626,giraffe,26,rzplus,13
1009,184,348,772,giraffe,26,rzplus,19
955,272,392,748,giraffe,26,rzplus,25
888,280,359,654,giraffe,26,rzplus,31
848,269,407,671,giraffe,26,rzplus,37
980,313,251,627,giraffe,26,rzplus,43
980,320,269,653,giraffe,26,rzplus,49
980,322,326,633,giraffe,26,rzplus,55
1005,308,389,637,giraffe,26,rzplus,61
955,340,401,643,giraffe,26,rzplus,67
920,321,333,684,giraffe,26,rzplus,73
1004,315,261,669,giraffe,26,rzplus,79
894,331,416,674,giraffe,26,rzplus,85
977,359,289,605,giraffe,26,rzplus,91
895,343,355,623,giraffe,26,rzplus,97
1002,394,304,593,giraffe,26,rzplus,103
1018,292,421,689,giraffe,26,rzplus,109
549,268,592,809,giraffe,27,rxminus,1
624,405,546,675,giraffe,27,rxminus,7
575,376,701,704,giraffe,27,rxminus,13
607,244,696,836,giraffe,27,rxminus,19
571,385,678,695,giraffe,27,rxminus,25
533,629,760,446,giraffe,27,rxminus,31
688,167,714,913,giraffe,27,rxminus,37
679,109,678,971,giraffe,27,rxminus,43
602,59,732,1021,giraffe,27,rxminus,49
642,91,545,985,giraffe,27,rxminus,55
644,215,631,858,giraffe,27,rxminus,61
654,393,672,687,giraffe,27,rxminus,67
637,279,674,801,giraffe,27,rxminus,73
666,258,602,818,giraffe,27,rxminus,79
617,165,852,901,giraffe,27,rxminus,85
620,341,706,736,giraffe,27,rxminus,91
484,520,893,555,giraffe,27,rxminus,97
434,162,956,916,giraffe,27,rxminus,103
614,225,749,848,giraffe,27,rxminus,109
557,160,801,920,giraffe,27,rxminus,115
650,154,679,926,giraffe,27,rxminus,121
673,225,673,834,giraffe,27,rxplus,1
661,241,681,839,giraffe,27,rxplus,7
488,300,837,780,giraffe,27,rxplus,13
455,603,1037,477,giraffe,27,rxplus,19
492,444,930,636,giraffe,27,rxplus,25
666,268,731,812,giraffe,27,rxplus,31
691,287,820,790,giraffe,27,rxplus,37
644,531,734,549,giraffe,27,rxplus,43
801,520,632,556,giraffe,27,rxplus,49
707,283,600,797,giraffe,27,rxplus,55
637,186,683,892,giraffe,27,rxplus,61
685,247,609,825,giraffe,27,rxplus,67
598,444,714,636,giraffe,27,rxplus,73
738,556,691,524,giraffe,27,rxplus,79
769,429,607,651,giraffe,27,rxplus,85
655,302,798,778,giraffe,27,rxplus,91
698,345,689,735,giraffe,27,rxplus,97
687,207,832,873,giraffe,27,rxplus,103
710,516,696,564,giraffe,27,rxplus,109
735,368,589,712,giraffe,27,rxplus,115
730,284,581,790,giraffe,27,rxplus,121
642,232,655,847,giraffe,27,ryminus,1
513,414,760,666,giraffe,27,ryminus,7
302,554,1192,526,giraffe,27,ryminus,13
705,536,808,539,giraffe,27,ryminus,19
569,278,1040,802,giraffe,27,ryminus,25
769,429,587,651,giraffe,27,ryminus,31
514,570,720,494,giraffe,27,ryminus,37
445,649,1222,431,giraffe,27,ryminus,43
476,426,1063,636,giraffe,27,ryminus,49
619,251,617,825,giraffe,27,ryminus,55
737,211,529,856,giraffe,27,ryminus,61
624,292,778,788,giraffe,27,ryminus,67
369,461,1295,617,giraffe,27,ryminus,73
505,500,1136,580,giraffe,27,ryminus,79
696,544,843,536,giraffe,27,ryminus,85
765,368,925,712,giraffe,27,ryminus,91
439,434,1249,646,giraffe,27,ryminus,97
606,635,1314,445,giraffe,27,ryminus,103
743,483,1090,597,giraffe,27,ryminus,109
701,210,801,870,giraffe,27,ryminus,115
821,9,631,1070,giraffe,27,ryminus,121
641,317,557,763,giraffe,27,ryplus,1
770,316,523,764,giraffe,27,ryplus,7
547,358,692,722,giraffe,27,ryplus,13
387,516,1024,564,giraffe,27,ryplus,19
454,566,1121,514,giraffe,27,ryplus,25
396,463,1009,617,giraffe,27,ryplus,31
418,310,693,770,giraffe,27,ryplus,37
594,242,710,838,giraffe,27,ryplus,43
443,477,954,601,giraffe,27,ryplus,49
165,615,1253,465,giraffe,27,ryplus,55
214,559,995,521,giraffe,27,ryplus,61
518,292,808,788,giraffe,27,ryplus,67
823,327,536,753,giraffe,27,ryplus,73
714,280,569,800,giraffe,27,ryplus,79
558,526,1004,538,giraffe,27,ryplus,85
525,640,1119,440,giraffe,27,ryplus,91
379,468,824,612,giraffe,27,ryplus,97
657,408,753,672,giraffe,27,ryplus,103
422,751,1061,329,giraffe,27,ryplus,109
296,660,1194,420,giraffe,27,ryplus,115
391,376,950,704,giraffe,27,ryplus,121
462,229,881,851,giraffe,27,ryplus,127
635,122,621,954,giraffe,27,rzminus,1
725,223,701,854,giraffe,27,rzminus,7
646,189,767,888,giraffe,27,rzminus,13
529,199,844,881,giraffe,27,rzminus,19
545,98,657,982,giraffe,27,rzminus,25
604,37,733,1043,giraffe,27,rzminus,31
576,86,778,987,giraffe,27,rzminus,37
624,41,692,1039,giraffe,27,rzminus,43
554,61,561,858,giraffe,27,rzminus,49
351,16,940,1060,giraffe,27,rzminus,55
363,0,869,1067,giraffe,27,rzminus,61
386,21,955,1059,giraffe,27,rzminus,67
560,0,640,1072,giraffe,27,rzminus,73
653,150,489,930,giraffe,27,rzminus,79
601,133,616,947,giraffe,27,rzminus,85
666,95,655,983,giraffe,27,rzminus,91
630,75,798,1005,giraffe,27,rzminus,97
627,24,775,1056,giraffe,27,rzminus,103
707,13,419,1063,giraffe,27,rzminus,109
534,71,777,1009,giraffe,27,rzminus,115
539,171,863,904,giraffe,27,rzminus,121
634,176,779,904,giraffe,27,rzminus,127
712,220,621,860,giraffe,27,rzplus,1
709,243,573,837,giraffe,27,rzplus,7
723,243,527,837,giraffe,27,rzplus,13
828,93,408,975,giraffe,27,rzplus,19
699,216,707,864,giraffe,27,rzplus,25
500,199,891,881,giraffe,27,rzplus,31
